"Notes"	"State"	"State Code"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"St. Johns County, FL"	"12109"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	32	3395458	0.9
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"Vascular dementia, unspecified"	"F01.9"	107	4880812	2.2
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"Unspecified dementia"	"F03"	1646	4880812	33.7
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	36	4880812	0.7
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	23	4880812	0.5
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	171	4880812	3.5
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	11	4880812	Unreliable
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"Multi-infarct dementia"	"F01.1"	14	2779886	Unreliable
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"Vascular dementia, unspecified"	"F01.9"	34	2779886	1.2
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"Unspecified dementia"	"F03"	637	2779886	22.9
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	42	2779886	1.5
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	11	2779886	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Multi-infarct dementia"	"F01.1"	28	7070180	0.4
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Vascular dementia, unspecified"	"F01.9"	389	7070180	5.5
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Unspecified dementia"	"F03"	4660	7070180	65.9
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Delirium, unspecified"	"F05.9"	10	7070180	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	84	7070180	1.2
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	49	7070180	0.7
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	239	7070180	3.4
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	11	7070180	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	10	7070180	Unreliable
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	27	7070180	0.4
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	54	7070180	0.8
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"Depressive episode, unspecified"	"F32.9"	27	7070180	0.4
	"Florida"	"12"	"Seminole County, FL"	"12117"	"Multi-infarct dementia"	"F01.1"	11	7860621	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"Vascular dementia, unspecified"	"F01.9"	178	7860621	2.3
	"Florida"	"12"	"Seminole County, FL"	"12117"	"Unspecified dementia"	"F03"	1710	7860621	21.8
	"Florida"	"12"	"Seminole County, FL"	"12117"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	19	7860621	Unreliable
	"Florida"	"12"	"Seminole County, FL"	"12117"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	40	7860621	0.5
	"Florida"	"12"	"Seminole County, FL"	"12117"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	57	7860621	0.7
	"Florida"	"12"	"Seminole County, FL"	"12117"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	21	7860621	0.3
	"Florida"	"12"	"Seminole County, FL"	"12117"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	15	7860621	Unreliable
	"Florida"	"12"	"Sumter County, FL"	"12119"	"Vascular dementia, unspecified"	"F01.9"	34	1633686	2.1
	"Florida"	"12"	"Sumter County, FL"	"12119"	"Unspecified dementia"	"F03"	777	1633686	47.6
	"Florida"	"12"	"Sumter County, FL"	"12119"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	12	1633686	Unreliable
	"Florida"	"12"	"Sumter County, FL"	"12119"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	29	1633686	1.8
	"Florida"	"12"	"Suwannee County, FL"	"12121"	"Multi-infarct dementia"	"F01.1"	10	762583	Unreliable
	"Florida"	"12"	"Suwannee County, FL"	"12121"	"Vascular dementia, unspecified"	"F01.9"	19	762583	Unreliable
	"Florida"	"12"	"Suwannee County, FL"	"12121"	"Unspecified dementia"	"F03"	356	762583	46.7
	"Florida"	"12"	"Suwannee County, FL"	"12121"	"Delirium superimposed on dementia"	"F05.1"	22	762583	2.9
	"Florida"	"12"	"Suwannee County, FL"	"12121"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	15	762583	Unreliable
	"Florida"	"12"	"Suwannee County, FL"	"12121"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	11	762583	Unreliable
	"Florida"	"12"	"Taylor County, FL"	"12123"	"Unspecified dementia"	"F03"	137	405567	33.8
	"Florida"	"12"	"Taylor County, FL"	"12123"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	405567	Unreliable
	"Florida"	"12"	"Union County, FL"	"12125"	"Unspecified dementia"	"F03"	58	280957	20.6
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Multi-infarct dementia"	"F01.1"	18	9286636	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Vascular dementia, unspecified"	"F01.9"	298	9286636	3.2
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Unspecified dementia"	"F03"	4277	9286636	46.1
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	113	9286636	1.2
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	13	9286636	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	111	9286636	1.2
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	164	9286636	1.8
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	33	9286636	0.4
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	17	9286636	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	41	9286636	0.4
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Depressive episode, unspecified"	"F32.9"	17	9286636	Unreliable
	"Florida"	"12"	"Volusia County, FL"	"12127"	"Unspecified mental retardation"	"F79"	22	9286636	0.2
	"Florida"	"12"	"Wakulla County, FL"	"12129"	"Unspecified dementia"	"F03"	152	537588	28.3
	"Florida"	"12"	"Wakulla County, FL"	"12129"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	12	537588	Unreliable
	"Florida"	"12"	"Walton County, FL"	"12131"	"Vascular dementia, unspecified"	"F01.9"	20	1008404	2.0
	"Florida"	"12"	"Walton County, FL"	"12131"	"Unspecified dementia"	"F03"	230	1008404	22.8
	"Florida"	"12"	"Walton County, FL"	"12131"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	24	1008404	2.4
	"Florida"	"12"	"Walton County, FL"	"12131"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	16	1008404	Unreliable
	"Florida"	"12"	"Washington County, FL"	"12133"	"Unspecified dementia"	"F03"	73	443515	16.5
	"Florida"	"12"	"Washington County, FL"	"12133"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	120	443515	27.1
	"Georgia"	"13"	"Appling County, GA"	"13001"	"Unspecified dementia"	"F03"	95	342334	27.8
	"Georgia"	"13"	"Atkinson County, GA"	"13003"	"Unspecified dementia"	"F03"	32	154537	20.7
	"Georgia"	"13"	"Bacon County, GA"	"13005"	"Vascular dementia, unspecified"	"F01.9"	21	205233	10.2
	"Georgia"	"13"	"Bacon County, GA"	"13005"	"Unspecified dementia"	"F03"	50	205233	24.4
	"Georgia"	"13"	"Baker County, GA"	"13007"	"Unspecified dementia"	"F03"	10	69105	Unreliable
	"Georgia"	"13"	"Baldwin County, GA"	"13009"	"Unspecified dementia"	"F03"	207	869563	23.8
	"Georgia"	"13"	"Banks County, GA"	"13011"	"Unspecified dementia"	"F03"	52	325723	16.0
	"Georgia"	"13"	"Barrow County, GA"	"13013"	"Vascular dementia, unspecified"	"F01.9"	21	1202276	1.7
	"Georgia"	"13"	"Barrow County, GA"	"13013"	"Unspecified dementia"	"F03"	310	1202276	25.8
	"Georgia"	"13"	"Barrow County, GA"	"13013"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	13	1202276	Unreliable
	"Georgia"	"13"	"Barrow County, GA"	"13013"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	16	1202276	Unreliable
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"Vascular dementia, unspecified"	"F01.9"	14	1779911	Unreliable
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"Unspecified dementia"	"F03"	451	1779911	25.3
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	18	1779911	Unreliable
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	12	1779911	Unreliable
	"Georgia"	"13"	"Ben Hill County, GA"	"13017"	"Vascular dementia, unspecified"	"F01.9"	12	330903	Unreliable
	"Georgia"	"13"	"Ben Hill County, GA"	"13017"	"Unspecified dementia"	"F03"	143	330903	43.2
	"Georgia"	"13"	"Ben Hill County, GA"	"13017"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	16	330903	Unreliable
	"Georgia"	"13"	"Berrien County, GA"	"13019"	"Unspecified dementia"	"F03"	96	344360	27.9
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"Vascular dementia, unspecified"	"F01.9"	102	2932222	3.5
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"Unspecified dementia"	"F03"	875	2932222	29.8
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	11	2932222	Unreliable
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	46	2932222	1.6
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	26	2932222	0.9
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"Psychological and behavioural factors associated with disorders or diseases classified elsewhere"	"F54"	21	2932222	0.7
	"Georgia"	"13"	"Bleckley County, GA"	"13023"	"Unspecified dementia"	"F03"	98	237192	41.3
	"Georgia"	"13"	"Brantley County, GA"	"13025"	"Unspecified dementia"	"F03"	57	325745	17.5
	"Georgia"	"13"	"Brooks County, GA"	"13027"	"Unspecified dementia"	"F03"	188	304560	61.7
	"Georgia"	"13"	"Brooks County, GA"	"13027"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	11	304560	Unreliable
	"Georgia"	"13"	"Bryan County, GA"	"13029"	"Unspecified dementia"	"F03"	73	556625	13.1
	"Georgia"	"13"	"Bulloch County, GA"	"13031"	"Vascular dementia, unspecified"	"F01.9"	18	1256906	Unreliable
	"Georgia"	"13"	"Bulloch County, GA"	"13031"	"Unspecified dementia"	"F03"	240	1256906	19.1
	"Georgia"	"13"	"Burke County, GA"	"13033"	"Unspecified dementia"	"F03"	112	433685	25.8
	"Georgia"	"13"	"Butts County, GA"	"13035"	"Unspecified dementia"	"F03"	143	427139	33.5
	"Georgia"	"13"	"Butts County, GA"	"13035"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	11	427139	Unreliable
	"Georgia"	"13"	"Calhoun County, GA"	"13037"	"Unspecified dementia"	"F03"	33	121901	27.1
	"Georgia"	"13"	"Camden County, GA"	"13039"	"Vascular dementia, unspecified"	"F01.9"	13	924095	Unreliable
	"Georgia"	"13"	"Camden County, GA"	"13039"	"Unspecified dementia"	"F03"	68	924095	7.4
	"Georgia"	"13"	"Candler County, GA"	"13043"	"Unspecified dementia"	"F03"	48	198809	24.1
	"Georgia"	"13"	"Candler County, GA"	"13043"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	10	198809	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"Vascular dementia, unspecified"	"F01.9"	19	2001072	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"Unspecified dementia"	"F03"	361	2001072	18.0
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	11	2001072	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15	2001072	Unreliable
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	23	2001072	1.1
	"Georgia"	"13"	"Catoosa County, GA"	"13047"	"Vascular dementia, unspecified"	"F01.9"	51	1166514	4.4
	"Georgia"	"13"	"Catoosa County, GA"	"13047"	"Unspecified dementia"	"F03"	230	1166514	19.7
	"Georgia"	"13"	"Charlton County, GA"	"13049"	"Unspecified dementia"	"F03"	55	229051	24.0
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"Multi-infarct dementia"	"F01.1"	13	4912472	Unreliable
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"Vascular dementia, unspecified"	"F01.9"	44	4912472	0.9
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"Unspecified dementia"	"F03"	1322	4912472	26.9
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	32	4912472	0.7
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	31	4912472	0.6
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	106	4912472	2.2
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	19	4912472	Unreliable
	"Georgia"	"13"	"Chattooga County, GA"	"13055"	"Unspecified dementia"	"F03"	183	484994	37.7
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"Vascular dementia, unspecified"	"F01.9"	21	3761496	0.6
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"Unspecified dementia"	"F03"	784	3761496	20.8
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	38	3761496	1.0
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	31	3761496	0.8
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"Vascular dementia, unspecified"	"F01.9"	27	2166690	1.2
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"Unspecified dementia"	"F03"	570	2166690	26.3
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	46	2166690	2.1
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	22	2166690	1.0
	"Georgia"	"13"	"Clay County, GA"	"13061"	"Unspecified dementia"	"F03"	35	60738	57.6
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"Vascular dementia, unspecified"	"F01.9"	33	4923344	0.7
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"Unspecified dementia"	"F03"	678	4923344	13.8
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	13	4923344	Unreliable
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	23	4923344	0.5
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	58	4923344	1.2
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	10	4923344	Unreliable
	"Georgia"	"13"	"Clinch County, GA"	"13065"	"Unspecified dementia"	"F03"	21	130089	16.1
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Multi-infarct dementia"	"F01.1"	13	12855815	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Vascular dementia, unspecified"	"F01.9"	92	12855815	0.7
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Unspecified dementia"	"F03"	2861	12855815	22.3
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	20	12855815	0.2
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	94	12855815	0.7
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	114	12855815	0.9
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	12	12855815	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	11	12855815	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Schizophrenia, unspecified"	"F20.9"	10	12855815	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Depressive episode, unspecified"	"F32.9"	16	12855815	Unreliable
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"Psychological and behavioural factors associated with disorders or diseases classified elsewhere"	"F54"	12	12855815	Unreliable
	"Georgia"	"13"	"Coffee County, GA"	"13069"	"Unspecified dementia"	"F03"	252	779220	32.3
	"Georgia"	"13"	"Coffee County, GA"	"13069"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	779220	Unreliable
	"Georgia"	"13"	"Colquitt County, GA"	"13071"	"Unspecified dementia"	"F03"	188	842094	22.3
	"Georgia"	"13"	"Colquitt County, GA"	"13071"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	13	842094	Unreliable
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"Vascular dementia, unspecified"	"F01.9"	45	2240114	2.0
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"Unspecified dementia"	"F03"	321	2240114	14.3
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	17	2240114	Unreliable
	"Georgia"	"13"	"Cook County, GA"	"13075"	"Unspecified dementia"	"F03"	64	316858	20.2
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"Vascular dementia, unspecified"	"F01.9"	18	2238092	Unreliable
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"Unspecified dementia"	"F03"	528	2238092	23.6
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	17	2238092	Unreliable
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	15	2238092	Unreliable
	"Georgia"	"13"	"Crawford County, GA"	"13079"	"Unspecified dementia"	"F03"	44	239373	18.4
	"Georgia"	"13"	"Crisp County, GA"	"13081"	"Unspecified dementia"	"F03"	151	433177	34.9
	"Georgia"	"13"	"Dade County, GA"	"13083"	"Vascular dementia, unspecified"	"F01.9"	11	307240	Unreliable
	"Georgia"	"13"	"Dade County, GA"	"13083"	"Unspecified dementia"	"F03"	80	307240	26.0
	"Georgia"	"13"	"Dawson County, GA"	"13085"	"Unspecified dementia"	"F03"	132	393040	33.6
	"Georgia"	"13"	"Decatur County, GA"	"13087"	"Unspecified dementia"	"F03"	315	525256	60.0
	"Georgia"	"13"	"Decatur County, GA"	"13087"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	10	525256	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Multi-infarct dementia"	"F01.1"	17	13163303	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Vascular dementia, unspecified"	"F01.9"	130	13163303	1.0
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Unspecified dementia"	"F03"	3428	13163303	26.0
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Delirium, unspecified"	"F05.9"	11	13163303	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	12	13163303	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	284	13163303	2.2
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	135	13163303	1.0
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	49	13163303	0.4
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	23	13163303	0.2
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Depressive episode, unspecified"	"F32.9"	10	13163303	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Psychological and behavioural factors associated with disorders or diseases classified elsewhere"	"F54"	15	13163303	Unreliable
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Unspecified mental retardation"	"F79"	12	13163303	Unreliable
	"Georgia"	"13"	"Dodge County, GA"	"13091"	"Unspecified dementia"	"F03"	86	393271	21.9
	"Georgia"	"13"	"Dooly County, GA"	"13093"	"Unspecified dementia"	"F03"	70	256277	27.3
	"Georgia"	"13"	"Dougherty County, GA"	"13095"	"Multi-infarct dementia"	"F01.1"	17	1785930	Unreliable
	"Georgia"	"13"	"Dougherty County, GA"	"13095"	"Vascular dementia, unspecified"	"F01.9"	39	1785930	2.2
	"Georgia"	"13"	"Dougherty County, GA"	"13095"	"Unspecified dementia"	"F03"	471	1785930	26.4
	"Georgia"	"13"	"Dougherty County, GA"	"13095"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	20	1785930	1.1
	"Georgia"	"13"	"Dougherty County, GA"	"13095"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	92	1785930	5.2
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"Vascular dementia, unspecified"	"F01.9"	25	2308197	1.1
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"Unspecified dementia"	"F03"	547	2308197	23.7
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	14	2308197	Unreliable
	"Georgia"	"13"	"Early County, GA"	"13099"	"Unspecified dementia"	"F03"	64	214509	29.8
	"Georgia"	"13"	"Echols County, GA"	"13101"	"Unspecified dementia"	"F03"	11	74514	Unreliable
	"Georgia"	"13"	"Effingham County, GA"	"13103"	"Unspecified dementia"	"F03"	150	929823	16.1
	"Georgia"	"13"	"Elbert County, GA"	"13105"	"Unspecified dementia"	"F03"	118	382331	30.9
	"Georgia"	"13"	"Emanuel County, GA"	"13107"	"Vascular dementia, unspecified"	"F01.9"	17	422422	Unreliable
	"Georgia"	"13"	"Emanuel County, GA"	"13107"	"Unspecified dementia"	"F03"	118	422422	27.9
	"Georgia"	"13"	"Evans County, GA"	"13109"	"Unspecified dementia"	"F03"	55	205705	26.7
	"Georgia"	"13"	"Fannin County, GA"	"13111"	"Unspecified dementia"	"F03"	184	432105	42.6
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"Vascular dementia, unspecified"	"F01.9"	22	1964003	1.1
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"Unspecified dementia"	"F03"	615	1964003	31.3
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	17	1964003	Unreliable
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	20	1964003	1.0
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"Vascular dementia, unspecified"	"F01.9"	16	1799709	Unreliable
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"Unspecified dementia"	"F03"	607	1799709	33.7
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	14	1799709	Unreliable
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	25	1799709	1.4
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"Vascular dementia, unspecified"	"F01.9"	18	3055007	Unreliable
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"Unspecified dementia"	"F03"	639	3055007	20.9
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	31	3055007	1.0
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	34	3055007	1.1
	"Georgia"	"13"	"Franklin County, GA"	"13119"	"Unspecified dementia"	"F03"	200	412422	48.5
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Multi-infarct dementia"	"F01.1"	21	17112195	0.1
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Vascular dementia, unspecified"	"F01.9"	208	17112195	1.2
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Unspecified dementia"	"F03"	4583	17112195	26.8
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Delirium, unspecified"	"F05.9"	14	17112195	Unreliable
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	23	17112195	0.1
